;Von;Bis;Amp
0;0.0;0.08333333333333333;0.04892817080817081
1;0.08333333333333333;0.16666666666666666;0.04982161733161733
2;0.16666666666666666;0.25;0.052117265617265617
3;0.25;0.3333333333333333;0.05179133270633271
4;0.3333333333333333;0.4166666666666667;0.04803089265089265
5;0.4166666666666667;0.5;0.05425102250602251
6;0.5;0.5833333333333334;0.05371173035673036
7;0.5833333333333334;0.6666666666666666;0.05229860591360591
8;0.6666666666666666;0.75;0.05433971273471273
9;0.75;0.8333333333333334;0.06329771606771607
10;0.8333333333333334;0.9166666666666666;0.05911426492426493
11;0.9166666666666666;1.0;0.06470718542718544
12;1.0;1.0833333333333333;0.06819586377586379
13;1.0833333333333333;1.1666666666666667;0.0680397491997492
14;1.1666666666666667;1.25;0.072872952017952
15;1.25;1.3333333333333333;0.07828238837738838
16;1.3333333333333333;1.4166666666666667;0.07572878972378973
17;1.4166666666666667;1.5;0.08442811916311917
18;1.5;1.5833333333333333;0.09257184486684487
19;1.5833333333333333;1.6666666666666667;0.10037830511830512
20;1.6666666666666667;1.75;0.12106816321816319
21;1.75;1.8333333333333333;0.1403956321156321
22;1.8333333333333333;1.9166666666666667;0.13125626027126025
23;1.9166666666666667;2.0;0.13144275104775108
24;2.0;2.0833333333333335;0.14098371926871925
25;2.0833333333333335;2.1666666666666665;0.1525268282018282
26;2.1666666666666665;2.25;0.14587760799260802
27;2.25;2.3333333333333335;0.15240687242187242
28;2.3333333333333335;2.4166666666666665;0.1664822486222486
29;2.4166666666666665;2.5;0.13923458815958817
30;2.5;2.5833333333333335;0.15270963204963203
31;2.5833333333333335;2.6666666666666665;0.14690378213378216
32;2.6666666666666665;2.75;0.13415384961884963
33;2.75;2.8333333333333335;0.11672981437481438
34;2.8333333333333335;2.9166666666666665;0.11463356911856912
35;2.9166666666666665;3.0;0.10665601805101806
36;3.0;3.0833333333333335;0.1044420860970861
37;3.0833333333333335;3.1666666666666665;0.09629869550869552
38;3.1666666666666665;3.25;0.09671279345279345
39;3.25;3.3333333333333335;0.10279759132759134
40;3.3333333333333335;3.4166666666666665;0.09298234085734086
41;3.4166666666666665;3.5;0.11051059449559449
42;3.5;3.5833333333333335;0.10480500643500645
43;3.5833333333333335;3.6666666666666665;0.10495172837672836
44;3.6666666666666665;3.75;0.10797251278751278
45;3.75;3.8333333333333335;0.11219561644061644
46;3.8333333333333335;3.9166666666666665;0.12477039633039633
47;3.9166666666666665;4.0;0.1401195668745669
48;4.0;4.083333333333333;0.14248174834174832
49;4.083333333333333;4.166666666666667;0.1566399066099066
50;4.166666666666667;4.25;0.1856713652113652
51;4.25;4.333333333333333;0.18649931145431145
52;4.333333333333333;4.416666666666667;0.18265775385275387
53;4.416666666666667;4.5;0.18036991749991751
54;4.5;4.583333333333333;0.2083491329241329
55;4.583333333333333;4.666666666666667;0.19249439378939376
56;4.666666666666667;4.75;0.17639572913572915
57;4.75;4.833333333333333;0.17458379137379137
58;4.833333333333333;4.916666666666667;0.17443800630300632
59;4.916666666666667;5.0;0.17946808781308785
60;5.0;5.083333333333333;0.18144106887106887
61;5.083333333333333;5.166666666666667;0.15860641652641652
62;5.166666666666667;5.25;0.14684604115104116
63;5.25;5.333333333333333;0.12537308253308255
64;5.333333333333333;5.416666666666667;0.10736234745734745
65;5.416666666666667;5.5;0.09792701399201399
66;5.5;5.583333333333333;0.09051945714945714
67;5.583333333333333;5.666666666666667;0.08210896363396364
68;5.666666666666667;5.75;0.07372508266508265
69;5.75;5.833333333333333;0.06574645711645712
70;5.833333333333333;5.916666666666667;0.05654497986997987
71;5.916666666666667;6.0;0.05463678546678547
72;6.0;6.083333333333333;0.058926676566676564
73;6.083333333333333;6.166666666666667;0.05119638435138435
74;6.166666666666667;6.25;0.04404262234762235
75;6.25;6.333333333333333;0.04556099957099957
76;6.333333333333333;6.416666666666667;0.04330317872817873
77;6.416666666666667;6.5;0.04605900653400653
78;6.5;6.583333333333333;0.04267505973005973
79;6.583333333333333;6.666666666666667;0.045827997912803564
